ic_level,marker_clarity,phen_caution,mean_intervention,expected_harm,disturbance_rate,excavation_rate,avoidance_rate,mean_caution,mean_curiosity
0.15,0.20833333333333331,0.9583333333333333,0.18837480867601566,0.04705863998347384,0.0,0.0,0.84714,0.6296124296655874,0.5081478342000257
0.15,0.20833333333333331,1.0,0.17778234201185794,0.04441309791462273,0.0,0.0,0.88832,0.6504457629989209,0.5081478342000257
0.15,0.25,0.0,0.4300948979520938,0.10742990999465572,0.03405,3e-05,0.06096,0.15419576299892077,0.5081478342000257
0.15,0.25,0.041666666666666664,0.4195024312879362,0.10478436792580466,0.02467,0.0,0.06894,0.1750290963322541,0.5081478342000257
0.15,0.25,0.08333333333333333,0.4089099646237785,0.10213882585695354,0.0171,0.0,0.07849,0.19586242966558745,0.5081478342000257
0.15,0.25,0.125,0.3983174979596208,0.09949328378810246,0.01119,0.0,0.08881,0.21669576299892077,0.5081478342000257
0.15,0.25,0.16666666666666666,0.3877250312954631,0.09684774171925135,0.00681,0.0,0.09969,0.2375290963322541,0.5081478342000257
0.15,0.25,0.20833333333333331,0.37713256463130546,0.09420219965040028,0.00403,0.0,0.11357,0.2583624296655874,0.5081478342000257
0.15,0.25,0.25,0.36654009796714776,0.09155665758154918,0.00237,0.0,0.12945,0.27919576299892074,0.5081478342000257
0.15,0.25,0.29166666666666663,0.3559476313029901,0.08891111551269809,0.00132,0.0,0.14696,0.30002909633225405,0.5081478342000257
0.15,0.25,0.3333333333333333,0.3453551646388324,0.08626557344384699,0.00068,0.0,0.16697,0.3208624296655874,0.5081478342000257
0.15,0.25,0.375,0.33476269797467473,0.08362003137499592,0.00024,0.0,0.1904,0.34169576299892074,0.5081478342000257
0.15,0.25,0.41666666666666663,0.3241702313105171,0.08097448930614483,0.0001,0.0,0.21673,0.36252909633225405,0.5081478342000257
0.15,0.25,0.4583333333333333,0.31357776464635934,0.07832894723729372,0.0,0.0,0.24698,0.3833624296655874,0.5081478342000257
0.15,0.25,0.5,0.30298529798220175,0.07568340516844264,0.0,0.0,0.28124,0.4041957629989207,0.5081478342000257
0.15,0.25,0.5416666666666666,0.29239283131804406,0.07303786309959154,0.0,0.0,0.31985,0.4250290963322541,0.5081478342000257
0.15,0.25,0.5833333333333333,0.28180036465388636,0.07039232103074046,0.0,0.0,0.36317,0.4458624296655874,0.5081478342000257
