epoch,train_loss,val_loss,train_acc,val_acc,l2_norm
20,2.578972816467285,4.265502452850342,55.83333373069763,0.0,61.594561009007606
40,1.6047686338424683,5.540958404541016,94.79166865348816,0.0,60.604970309887804
60,0.7113790512084961,6.89082145690918,100.0,0.0,60.03655759616964
80,0.26242077350616455,7.826754570007324,100.0,0.0,59.41385308760276
100,0.1335301697254181,8.171082496643066,100.0,0.0,58.37147290937406
120,0.0968010202050209,8.169351577758789,100.0,0.0,57.039043675956464
140,0.08293463289737701,8.05228042602539,100.0,0.0,55.6334128203457
160,0.07549060881137848,7.915138244628906,100.0,0.0,54.260420842251975
180,0.07033078372478485,7.783442497253418,100.0,0.0,52.95449795553214
200,0.06616882979869843,7.6626129150390625,100.0,0.0,51.72411358009471
220,0.06267836689949036,7.552921772003174,100.0,0.0,50.569363191022994
240,0.059640392661094666,7.450070381164551,100.0,0.0,49.48727095197709
260,0.05697524920105934,7.35303258895874,100.0,0.0,48.47445832828327
280,0.05466361343860626,7.260841369628906,100.0,0.0,47.52831719237677
300,0.05255536362528801,7.1724700927734375,100.0,0.0,46.64620553394652
320,0.050590891391038895,7.08724308013916,100.0,0.0,45.82492429134365
340,0.0488043949007988,7.006692886352539,100.0,0.0,45.060749692455
360,0.04718174412846565,6.929558753967285,100.0,0.0,44.350404288088924
380,0.045662518590688705,6.854646682739258,100.0,0.0,43.69137058492722
400,0.04424181208014488,6.781208515167236,100.0,0.0,43.08065156441673
420,0.04292862489819527,6.711067199707031,100.0,0.0,42.51571227866938
440,0.04165013134479523,6.643003463745117,100.0,0.0,41.99430248186056
460,0.04040885344147682,6.576507091522217,100.0,0.0,41.51292850509031
480,0.039245881140232086,6.512220859527588,100.0,0.0,41.06868146380794
500,0.03813375532627106,6.448769569396973,100.0,0.0,40.659227273464374
520,0.03708283230662346,6.386444091796875,100.0,0.0,40.282263835117035
540,0.036086305975914,6.325101852416992,100.0,0.0,39.9354299099411
560,0.035117316991090775,6.264585971832275,100.0,0.0,39.616647070733116
580,0.03418509289622307,6.204410076141357,100.0,0.0,39.32411824093786
600,0.03331167995929718,6.1447978019714355,100.0,0.0,39.05550947471957
620,0.03246321901679039,6.086613655090332,100.0,0.0,38.80923762536305
640,0.03163643926382065,6.029416561126709,100.0,0.0,38.58337938442147
660,0.03083726391196251,5.972498416900635,100.0,0.0,38.37625016240329
680,0.030063677579164505,5.915487766265869,100.0,0.0,38.186454029965304
700,0.02931211329996586,5.859533786773682,100.0,0.0,38.0125365195931
720,0.028565270826220512,5.803504943847656,100.0,0.0,37.85314730879666
740,0.027852028608322144,5.747588634490967,100.0,0.0,37.70656627757122
760,0.02716911770403385,5.6925506591796875,100.0,0.0,37.57194731546203
780,0.02651045471429825,5.637486934661865,100.0,0.0,37.44809337096209
800,0.025882625952363014,5.583163261413574,100.0,0.0,37.33417137442363
820,0.025290606543421745,5.5292463302612305,100.0,0.0,37.22952496396107
840,0.02473023720085621,5.476415157318115,100.0,0.0,37.13372879975762
860,0.024189572781324387,5.425141334533691,100.0,0.0,37.046657385343934
880,0.02366790361702442,5.375558376312256,100.0,0.0,36.96757330423198
900,0.02315772883594036,5.32653284072876,100.0,0.20790020935237408,36.895522672382825
920,0.022666258737444878,5.279053211212158,100.0,0.20790020935237408,36.82968433972648
