epoch,train_loss,val_loss,train_acc,val_acc,l2_norm
680,0.012902462854981422,7.386620044708252,100.0,0.0,47.35106333042003
700,0.012614415027201176,7.343838691711426,100.0,0.0,47.02689742885904
720,0.012335111387073994,7.302093029022217,100.0,0.0,46.7156857888507
740,0.01206438522785902,7.260812759399414,100.0,0.0,46.416964024419116
760,0.011798265390098095,7.219387531280518,100.0,0.0,46.13054226036649
780,0.011539872735738754,7.177919864654541,100.0,0.0,45.85577200113622
800,0.011291638016700745,7.13722562789917,100.0,0.0,45.592137762471204
820,0.011051392182707787,7.097127914428711,100.0,0.0,45.3392787349739
840,0.010818378999829292,7.057832717895508,100.0,0.0,45.09699162380949
860,0.010596212930977345,7.0193705558776855,100.0,0.0,44.86458019942917
880,0.010385336354374886,6.98130464553833,100.0,0.0,44.64207308054172
900,0.01017891988158226,6.944365501403809,100.0,0.0,44.42949037193304
920,0.009974619373679161,6.9077558517456055,100.0,0.0,44.22640226575471
940,0.009774955920875072,6.8714919090271,100.0,0.0,44.032329266588945
960,0.009579439647495747,6.83525276184082,100.0,0.0,43.84680618145473
980,0.00938976276665926,6.798983573913574,100.0,0.0,43.66931889165285
1000,0.009204467758536339,6.763288974761963,100.0,0.0,43.49964313396723
1020,0.00902535393834114,6.728233337402344,100.0,0.0,43.33752452363594
1040,0.008852642960846424,6.693421363830566,100.0,0.0,43.182689697892485
1060,0.008683807216584682,6.658661842346191,100.0,0.0,43.03508182292183
1080,0.00851751770824194,6.624195098876953,100.0,0.0,42.89429770146444
1100,0.00835317000746727,6.589834213256836,100.0,0.0,42.760053195006066
1120,0.008194291032850742,6.5563883781433105,100.0,0.20790020935237408,42.63184547820826
1140,0.008040027692914009,6.523158550262451,100.0,0.20790020935237408,42.509479451520335
1160,0.007890196517109871,6.489771366119385,100.0,0.20790020935237408,42.39285911407942
1180,0.007745141163468361,6.456500053405762,100.0,0.20790020935237408,42.281724526674196
1200,0.0076047745533287525,6.423332214355469,100.0,0.20790020935237408,42.17599195040883
1220,0.007464698515832424,6.390466213226318,100.0,0.20790020935237408,42.07566293597528
1240,0.007325801532715559,6.357854843139648,100.0,0.20790020935237408,41.980342626046955
1260,0.0071884081698954105,6.325381755828857,100.0,0.20790020935237408,41.8897472335669
1280,0.007053815759718418,6.292773723602295,100.0,0.20790020935237408,41.80342910295242
1300,0.006922715809196234,6.260507583618164,100.0,0.20790020935237408,41.7211550037093
1320,0.006795501336455345,6.228873252868652,100.0,0.20790020935237408,41.64270467703591
1340,0.006673026364296675,6.197692394256592,100.0,0.20790020935237408,41.56806992069013
1360,0.006554629188030958,6.167010307312012,100.0,0.20790020935237408,41.49711734280341
1380,0.00643853610381484,6.136414051055908,100.0,0.20790020935237408,41.42967766991093
1400,0.006324837449938059,6.105876445770264,100.0,0.20790020935237408,41.36574535774157
1420,0.006212527398020029,6.075320243835449,100.0,0.20790020935237408,41.305217092350546
1440,0.0061032408848404884,6.044805526733398,100.0,0.20790020935237408,41.24775533118675
1460,0.005996751599013805,6.014095306396484,100.0,0.20790020935237408,41.19325096864328
1480,0.005893298890441656,5.983761310577393,100.0,0.20790020935237408,41.14164424926068
1500,0.005791860166937113,5.953983306884766,100.0,0.20790020935237408,41.092796819858115
1520,0.005693255458027124,5.925175666809082,100.0,0.20790020935237408,41.04649181766071
1540,0.0055977897718548775,5.896870136260986,100.0,0.20790020935237408,41.00253852256486
1560,0.0055049629881978035,5.869377136230469,100.0,0.20790020935237408,40.96096941789356
1580,0.005414535291492939,5.842516899108887,100.0,0.20790020935237408,40.92174095258774
1600,0.005325645208358765,5.816143035888672,100.0,0.20790020935237408,40.88487714039534
1620,0.005237945821136236,5.789726257324219,100.0,0.20790020935237408,40.85022570395069
1640,0.0051516941748559475,5.76340389251709,100.0,0.20790020935237408,40.817605112112126
1660,0.005066977813839912,5.737366199493408,100.0,0.20790020935237408,40.78698501824545
1680,0.004984462633728981,5.711733341217041,100.0,0.20790020935237408,40.75804172584659
1700,0.004903063643723726,5.686245918273926,100.0,0.20790020935237408,40.730719542024666
1720,0.004823180381208658,5.661157131195068,100.0,0.20790020935237408,40.70502497319818
1740,0.0047464449889957905,5.636207580566406,100.0,0.41580041870474815,40.68079679826143
1760,0.00467158667743206,5.611485958099365,100.0,0.41580041870474815,40.65805988249565
1780,0.004597830586135387,5.586832046508789,100.0,0.41580041870474815,40.63686784628178
1800,0.00452517019584775,5.562384128570557,100.0,0.41580041870474815,40.61688197186128
1820,0.004453920293599367,5.538231372833252,100.0,0.41580041870474815,40.598055240374954
1840,0.0043837386183440685,5.514503479003906,100.0,0.41580041870474815,40.5803686248516
1860,0.004315496422350407,5.490611553192139,100.0,0.41580041870474815,40.563603257429286
1880,0.004249018616974354,5.466897487640381,100.0,0.41580041870474815,40.54770753198167
1900,0.0041829561814665794,5.443523406982422,100.0,0.41580041870474815,40.53283939111858
1920,0.004118338227272034,5.420251846313477,100.0,0.41580041870474815,40.518750424926495
1940,0.004055522847920656,5.397213935852051,100.0,0.41580041870474815,40.505335049654356
1960,0.00399374682456255,5.374532699584961,100.0,0.41580041870474815,40.49266362919481
1980,0.003934092354029417,5.351861953735352,100.0,0.41580041870474815,40.480650046273276
2000,0.0038757147267460823,5.329494476318359,100.0,0.41580041870474815,40.4693209971396
2020,0.0038186409510672092,5.3072381019592285,100.0,0.41580041870474815,40.45874887445467
2040,0.0037632628809660673,5.285167694091797,100.0,0.41580041870474815,40.44880599671566
2060,0.0037088715471327305,5.263676643371582,100.0,0.41580041870474815,40.43960524076706
2080,0.003655733074992895,5.242525577545166,100.0,0.41580041870474815,40.43117974419706
2100,0.0036040442064404488,5.221275329589844,100.0,0.41580041870474815,40.42336910456481
2120,0.0035533166956156492,5.200062274932861,100.0,0.6237006280571222,40.41617093962668
2140,0.0035033789463341236,5.178957462310791,100.0,0.6237006280571222,40.409527173735974
2160,0.0034544009249657393,5.158056259155273,100.0,0.6237006280571222,40.40341523680549
2180,0.0034061323385685682,5.137563705444336,100.0,0.6237006280571222,40.39785069752778
2200,0.0033588181249797344,5.117243766784668,100.0,0.6237006280571222,40.39267794201717
2220,0.00331224431283772,5.0969367027282715,100.0,0.6237006280571222,40.38794736091454
2240,0.003266151063144207,5.076586723327637,100.0,0.6237006280571222,40.38352644660033
2260,0.0032204994931817055,5.056224822998047,100.0,0.6237006280571222,40.37933765370459
2280,0.0031762404832988977,5.03596830368042,100.0,0.6237006280571222,40.375292768113894
2300,0.0031333197839558125,5.015914440155029,100.0,0.8316008374094963,40.37146474884794
2320,0.003091429825872183,4.9960832595825195,100.0,0.8316008374094963,40.36792276275958
2340,0.003049766179174185,4.976012706756592,100.0,0.8316008374094963,40.36478526937281
2360,0.003008443396538496,4.956218242645264,100.0,1.0395010001957417,40.3618548557611
2380,0.002967891748994589,4.93651819229126,100.0,1.0395010001957417,40.35899584846337
2400,0.002927362686023116,4.916662693023682,100.0,1.0395010001957417,40.356217728990444
2420,0.002887749345973134,4.896678924560547,100.0,1.0395010001957417,40.353403349203276
2440,0.0028494668658822775,4.876652240753174,100.0,1.0395010001957417,40.350494091090106
2460,0.0028121848590672016,4.856603622436523,100.0,1.2474012561142445,40.34764329539422
2480,0.002775625791400671,4.836715221405029,100.0,1.2474012561142445,40.34486896738938
2500,0.0027400816325098276,4.817015647888184,100.0,1.2474012561142445,40.3422214888007
2520,0.0027057365514338017,4.797759532928467,100.0,1.2474012561142445,40.339678359602985
2540,0.0026720052119344473,4.778684139251709,100.0,1.2474012561142445,40.33738364867228
2560,0.002638629637658596,4.75978946685791,100.0,1.4553014189004898,40.33535153347179
2580,0.002605728805065155,4.7412824630737305,100.0,1.6632016748189926,40.33358775846733
2600,0.0025736179668456316,4.723170757293701,100.0,1.6632016748189926,40.33200467240802
2620,0.002541508059948683,4.705233573913574,100.0,1.6632016748189926,40.33061921603696
2640,0.0025096379686146975,4.687437057495117,100.0,1.6632016748189926,40.32931581274222
2660,0.002478543436154723,4.669973373413086,100.0,1.8711019307374954,40.32794918148215
2680,0.0024485012982040644,4.652563571929932,100.0,1.8711019307374954,40.32652575186273
2700,0.0024189522955566645,4.635055065155029,100.0,1.8711019307374954,40.32521363078963
2720,0.0023896971251815557,4.617676734924316,100.0,2.0790020003914833,40.324037971931325
2740,0.002361048711463809,4.600483417510986,100.0,2.0790020003914833,40.3229557384701
2760,0.002332935342565179,4.58357048034668,100.0,2.286902256309986,40.32194404380269
2780,0.002304908586665988,4.566275119781494,100.0,2.286902256309986,40.321034537417844
2800,0.002277411986142397,4.549275875091553,100.0,2.7027027681469917,40.32017032308693
2820,0.002250510733574629,4.532366752624512,100.0,2.9106028378009796,40.31935181620318
2840,0.00222372286953032,4.515560150146484,100.0,3.1185030937194824,40.31858547223518
2860,0.002197424415498972,4.498714923858643,100.0,3.1185030937194824,40.31776016101845
2880,0.0021717099007219076,4.48214864730835,100.0,3.1185030937194824,40.31690035112164
2900,0.002146333223208785,4.465732097625732,100.0,3.1185030937194824,40.31609390637494
2920,0.002121172146871686,4.44913911819458,100.0,3.1185030937194824,40.31527561259272
2940,0.0020962031558156013,4.432452201843262,100.0,3.1185030937194824,40.314379814319295
2960,0.002071679336950183,4.415782928466797,100.0,3.1185030937194824,40.31336629201504
2980,0.002047501038759947,4.399270057678223,100.0,3.534303605556488,40.31224149765879
3000,0.002024129731580615,4.382936477661133,100.0,3.742203861474991,40.310986688182126
